split_row_idx,video_stem,subject_id,g_group,split,class_name,class_idx,window_idx,start_frame,start_time_sec
3198,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,1,8,0.5333
3199,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,2,16,1.0667
3200,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,3,24,1.6
3201,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,4,32,2.1333
3202,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,5,40,2.6667
3203,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,6,48,3.2
3204,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,7,56,3.7333
3205,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,8,64,4.2667
3206,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,9,72,4.8
3207,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,10,80,5.3333
3208,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,11,88,5.8667
3209,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,12,96,6.4
3210,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,13,104,6.9333
3211,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,14,112,7.4667
3212,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,15,120,8.0
3213,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,16,128,8.5333
3214,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,17,136,9.0667
3215,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,18,144,9.6
3216,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,19,152,10.1333
3217,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,20,160,10.6667
3218,HandWash_014_A_09_G_03,14,G03,train,step6_unhas_palma,5,21,168,11.2
3219,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,0,0,0.0
3220,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,1,8,0.5333
3221,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,2,16,1.0667
3222,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,3,24,1.6
3223,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,4,32,2.1333
3224,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,5,40,2.6667
3225,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,6,48,3.2
3226,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,7,56,3.7333
3227,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,8,64,4.2667
3228,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,9,72,4.8
3229,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,10,80,5.3333
3230,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,11,88,5.8667
3231,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,12,96,6.4
3232,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,13,104,6.9333
3233,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,14,112,7.4667
3234,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,15,120,8.0
3235,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,16,128,8.5333
3236,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,17,136,9.0667
3237,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,18,144,9.6
3238,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,19,152,10.1333
3239,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,20,160,10.6667
3240,HandWash_015_A_09_G_04,15,G04,train,step6_unhas_palma,5,21,168,11.2
384,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,0,0,0.0
385,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,1,15,1.0
386,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,2,30,2.0
387,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,3,45,3.0
388,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,4,60,4.0
389,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,5,75,5.0
390,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,6,90,6.0
391,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,7,105,7.0
392,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,8,120,8.0
393,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,9,135,9.0
394,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,10,150,10.0
395,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,11,165,11.0
396,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,12,180,12.0
397,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,13,195,13.0
398,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,14,210,14.0
399,HandWash_016_A_09_G_04,16,G04,val,step6_unhas_palma,5,15,225,15.0
3241,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,0,0,0.0
3242,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,1,8,0.5333
3243,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,2,16,1.0667
3244,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,3,24,1.6
3245,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,4,32,2.1333
3246,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,5,40,2.6667
3247,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,6,48,3.2
3248,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,7,56,3.7333
3249,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,8,64,4.2667
3250,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,9,72,4.8
3251,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,10,80,5.3333
3252,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,11,88,5.8667
3253,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,12,96,6.4
3254,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,13,104,6.9333
3255,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,14,112,7.4667
3256,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,15,120,8.0
3257,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,16,128,8.5333
3258,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,17,136,9.0667
3259,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,18,144,9.6
3260,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,19,152,10.1333
3261,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,20,160,10.6667
3262,HandWash_017_A_09_G_04,17,G04,train,step6_unhas_palma,5,21,168,11.2
3263,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,0,0,0.0
3264,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,1,8,0.5333
3265,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,2,16,1.0667
3266,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,3,24,1.6
3267,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,4,32,2.1333
3268,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,5,40,2.6667
3269,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,6,48,3.2
3270,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,7,56,3.7333
3271,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,8,64,4.2667
3272,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,9,72,4.8
3273,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,10,80,5.3333
3274,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,11,88,5.8667
3275,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,12,96,6.4
3276,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,13,104,6.9333
3277,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,14,112,7.4667
3278,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,15,120,8.0
3279,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,16,128,8.5333
3280,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,17,136,9.0667
3281,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,18,144,9.6
3282,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,19,152,10.1333
3283,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,20,160,10.6667
3284,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,21,168,11.2
3285,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,22,176,11.7333
3286,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,23,184,12.2667
3287,HandWash_018_A_09_G_05,18,G05,train,step6_unhas_palma,5,24,192,12.8
467,HandWash_019_A_09_G_05,19,G05,test,step6_unhas_palma,5,0,0,0.0
468,HandWash_019_A_09_G_05,19,G05,test,step6_unhas_palma,5,1,15,1.0
469,HandWash_019_A_09_G_05,19,G05,test,step6_unhas_palma,5,2,30,2.0
470,HandWash_019_A_09_G_05,19,G05,test,step6_unhas_palma,5,3,45,3.0
471,HandWash_019_A_09_G_05,19,G05,test,step6_unhas_palma,5,4,60,4.0
472,HandWash_019_A_09_G_05,19,G05,test,step6_unhas_palma,5,5,75,5.0
473,HandWash_019_A_09_G_05,19,G05,test,step6_unhas_palma,5,6,90,6.0
474,HandWash_019_A_09_G_05,19,G05,test,step6_unhas_palma,5,7,105,7.0
475,HandWash_019_A_09_G_05,19,G05,test,step6_unhas_palma,5,8,120,8.0
3288,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,0,0,0.0
3289,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,1,8,0.5333
3290,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,2,16,1.0667
3291,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,3,24,1.6
3292,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,4,32,2.1333
3293,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,5,40,2.6667
3294,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,6,48,3.2
3295,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,7,56,3.7333
3296,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,8,64,4.2667
3297,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,9,72,4.8
3298,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,10,80,5.3333
3299,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,11,88,5.8667
3300,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,12,96,6.4
3301,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,13,104,6.9333
3302,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,14,112,7.4667
3303,HandWash_020_A_09_G_05,20,G05,train,step6_unhas_palma,5,15,120,8.0
400,HandWash_021_A_09_G_05,21,G05,val,step6_unhas_palma,5,0,0,0.0
401,HandWash_021_A_09_G_05,21,G05,val,step6_unhas_palma,5,1,15,1.0
402,HandWash_021_A_09_G_05,21,G05,val,step6_unhas_palma,5,2,30,2.0
403,HandWash_021_A_09_G_05,21,G05,val,step6_unhas_palma,5,3,45,3.0
404,HandWash_021_A_09_G_05,21,G05,val,step6_unhas_palma,5,4,60,4.0
405,HandWash_021_A_09_G_05,21,G05,val,step6_unhas_palma,5,5,75,5.0
406,HandWash_021_A_09_G_05,21,G05,val,step6_unhas_palma,5,6,90,6.0
407,HandWash_021_A_09_G_05,21,G05,val,step6_unhas_palma,5,7,105,7.0
408,HandWash_021_A_09_G_05,21,G05,val,step6_unhas_palma,5,8,120,8.0
409,HandWash_021_A_09_G_05,21,G05,val,step6_unhas_palma,5,9,135,9.0
410,HandWash_022_A_09_G_05,22,G05,val,step6_unhas_palma,5,0,0,0.0
411,HandWash_022_A_09_G_05,22,G05,val,step6_unhas_palma,5,1,15,1.0
412,HandWash_022_A_09_G_05,22,G05,val,step6_unhas_palma,5,2,30,2.0
413,HandWash_022_A_09_G_05,22,G05,val,step6_unhas_palma,5,3,45,3.0
414,HandWash_022_A_09_G_05,22,G05,val,step6_unhas_palma,5,4,60,4.0
415,HandWash_022_A_09_G_05,22,G05,val,step6_unhas_palma,5,5,75,5.0
416,HandWash_022_A_09_G_05,22,G05,val,step6_unhas_palma,5,6,90,6.0
417,HandWash_022_A_09_G_05,22,G05,val,step6_unhas_palma,5,7,105,7.0
418,HandWash_022_A_09_G_05,22,G05,val,step6_unhas_palma,5,8,120,8.0
419,HandWash_022_A_09_G_05,22,G05,val,step6_unhas_palma,5,9,135,9.0
3304,HandWash_023_A_09_G_05,23,G05,train,step6_unhas_palma,5,0,0,0.0
3305,HandWash_023_A_09_G_05,23,G05,train,step6_unhas_palma,5,1,8,0.5333
3306,HandWash_023_A_09_G_05,23,G05,train,step6_unhas_palma,5,2,16,1.0667
3307,HandWash_023_A_09_G_05,23,G05,train,step6_unhas_palma,5,3,24,1.6
3308,HandWash_023_A_09_G_05,23,G05,train,step6_unhas_palma,5,4,32,2.1333
3309,HandWash_023_A_09_G_05,23,G05,train,step6_unhas_palma,5,5,40,2.6667
3310,HandWash_023_A_09_G_05,23,G05,train,step6_unhas_palma,5,6,48,3.2
3311,HandWash_023_A_09_G_05,23,G05,train,step6_unhas_palma,5,7,56,3.7333
476,HandWash_024_A_09_G_05,24,G05,test,step6_unhas_palma,5,0,0,0.0
477,HandWash_024_A_09_G_05,24,G05,test,step6_unhas_palma,5,1,15,1.0
478,HandWash_024_A_09_G_05,24,G05,test,step6_unhas_palma,5,2,30,2.0
479,HandWash_024_A_09_G_05,24,G05,test,step6_unhas_palma,5,3,45,3.0
480,HandWash_024_A_09_G_05,24,G05,test,step6_unhas_palma,5,4,60,4.0
481,HandWash_024_A_09_G_05,24,G05,test,step6_unhas_palma,5,5,75,5.0
482,HandWash_024_A_09_G_05,24,G05,test,step6_unhas_palma,5,6,90,6.0
3312,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,0,0,0.0
3313,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,1,8,0.5333
3314,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,2,16,1.0667
3315,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,3,24,1.6
3316,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,4,32,2.1333
3317,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,5,40,2.6667
3318,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,6,48,3.2
3319,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,7,56,3.7333
3320,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,8,64,4.2667
3321,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,9,72,4.8
3322,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,10,80,5.3333
3323,HandWash_025_A_09_G_05,25,G05,train,step6_unhas_palma,5,11,88,5.8667
3324,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,0,0,0.0
3325,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,1,8,0.5333
3326,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,2,16,1.0667
3327,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,3,24,1.6
3328,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,4,32,2.1333
3329,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,5,40,2.6667
3330,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,6,48,3.2
3331,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,7,56,3.7333
3332,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,8,64,4.2667
3333,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,9,72,4.8
3334,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,10,80,5.3333
3335,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,11,88,5.8667
3336,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,12,96,6.4
3337,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,13,104,6.9333
3338,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,14,112,7.4667
3339,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,15,120,8.0
3340,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,16,128,8.5333
3341,HandWash_001_A_10_G_01,1,G01,train,step6_unhas_palma,5,17,136,9.0667
483,HandWash_002_A_10_G_01,2,G01,test,step6_unhas_palma,5,0,0,0.0
484,HandWash_002_A_10_G_01,2,G01,test,step6_unhas_palma,5,1,15,1.0
485,HandWash_002_A_10_G_01,2,G01,test,step6_unhas_palma,5,2,30,2.0
486,HandWash_002_A_10_G_01,2,G01,test,step6_unhas_palma,5,3,45,3.0
487,HandWash_002_A_10_G_01,2,G01,test,step6_unhas_palma,5,4,60,4.0
488,HandWash_002_A_10_G_01,2,G01,test,step6_unhas_palma,5,5,75,5.0
489,HandWash_002_A_10_G_01,2,G01,test,step6_unhas_palma,5,6,90,6.0
490,HandWash_002_A_10_G_01,2,G01,test,step6_unhas_palma,5,7,105,7.0
491,HandWash_002_A_10_G_01,2,G01,test,step6_unhas_palma,5,8,120,8.0
492,HandWash_002_A_10_G_01,2,G01,test,step6_unhas_palma,5,9,135,9.0
3342,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,0,0,0.0
3343,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,1,8,0.5333
3344,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,2,16,1.0667
3345,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,3,24,1.6
3346,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,4,32,2.1333
3347,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,5,40,2.6667
3348,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,6,48,3.2
3349,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,7,56,3.7333
3350,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,8,64,4.2667
3351,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,9,72,4.8
3352,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,10,80,5.3333
3353,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,11,88,5.8667
3354,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,12,96,6.4
3355,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,13,104,6.9333
3356,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,14,112,7.4667
3357,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,15,120,8.0
3358,HandWash_003_A_10_G_01,3,G01,train,step6_unhas_palma,5,16,128,8.5333
420,HandWash_004_A_10_G_01,4,G01,val,step6_unhas_palma,5,0,0,0.0
421,HandWash_004_A_10_G_01,4,G01,val,step6_unhas_palma,5,1,15,1.0
422,HandWash_004_A_10_G_01,4,G01,val,step6_unhas_palma,5,2,30,2.0
423,HandWash_004_A_10_G_01,4,G01,val,step6_unhas_palma,5,3,45,3.0
424,HandWash_004_A_10_G_01,4,G01,val,step6_unhas_palma,5,4,60,4.0
3359,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,0,0,0.0
3360,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,1,8,0.5333
3361,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,2,16,1.0667
3362,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,3,24,1.6
3363,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,4,32,2.1333
3364,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,5,40,2.6667
3365,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,6,48,3.2
3366,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,7,56,3.7333
3367,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,8,64,4.2667
3368,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,9,72,4.8
3369,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,10,80,5.3333
3370,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,11,88,5.8667
3371,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,12,96,6.4
3372,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,13,104,6.9333
3373,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,14,112,7.4667
3374,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,15,120,8.0
3375,HandWash_005_A_10_G_01,5,G01,train,step6_unhas_palma,5,16,128,8.5333
3376,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,0,0,0.0
3377,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,1,8,0.5333
3378,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,2,16,1.0667
3379,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,3,24,1.6
3380,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,4,32,2.1333
3381,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,5,40,2.6667
3382,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,6,48,3.2
3383,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,7,56,3.7333
3384,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,8,64,4.2667
3385,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,9,72,4.8
3386,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,10,80,5.3333
3387,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,11,88,5.8667
3388,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,12,96,6.4
3389,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,13,104,6.9333
3390,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,14,112,7.4667
3391,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,15,120,8.0
3392,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,16,128,8.5333
3393,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,17,136,9.0667
3394,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,18,144,9.6
3395,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,19,152,10.1333
3396,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,20,160,10.6667
3397,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,21,168,11.2
3398,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,22,176,11.7333
3399,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,23,184,12.2667
3400,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,24,192,12.8
3401,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,25,200,13.3333
3402,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,26,208,13.8667
3403,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,27,216,14.4
3404,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,28,224,14.9333
3405,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,29,232,15.4667
3406,HandWash_006_A_10_G_01,6,G01,train,step6_unhas_palma,5,30,240,16.0
493,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,0,0,0.0
494,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,1,15,1.0
495,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,2,30,2.0
496,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,3,45,3.0
497,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,4,60,4.0
498,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,5,75,5.0
499,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,6,90,6.0
500,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,7,105,7.0
501,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,8,120,8.0
502,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,9,135,9.0
503,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,10,150,10.0
504,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,11,165,11.0
505,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,12,180,12.0
506,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,13,195,13.0
507,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,14,210,14.0
508,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,15,225,15.0
509,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,16,240,16.0
510,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,17,255,17.0
511,HandWash_007_A_10_G_01,7,G01,test,step6_unhas_palma,5,18,270,18.0
3407,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,0,0,0.0
3408,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,1,8,0.5333
3409,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,2,16,1.0667
3410,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,3,24,1.6
3411,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,4,32,2.1333
3412,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,5,40,2.6667
3413,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,6,48,3.2
3414,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,7,56,3.7333
3415,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,8,64,4.2667
3416,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,9,72,4.8
3417,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,10,80,5.3333
3418,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,11,88,5.8667
3419,HandWash_008_A_10_G_01,8,G01,train,step6_unhas_palma,5,12,96,6.4
